gid,pid,play_action,quarter,time_remaining,down,yards_to_go,yardsToEndzone,yards_gained,home_score,away_score,offense_team,defense_team,gametime_remaining,score_diff,home_wins,offense_strength,defense_strength
401326569,401326569996,"(2:03) (Shotgun) D.Singletary left end to ATL 7 for 1 yard (D.Jones, F.Oluokun).",1,123.0,1,8,8,1,7,2,2,1,2823.0,5,1,0.7727272727272727,0.35
401326569,4013265691059,(1:20) (Shotgun) T.Doyle reported in as eligible.  I.McKenzie right tackle to ATL 4 for 3 yards (F.Oluokun; D.Harmon).,1,80.0,2,7,7,3,7,2,2,1,2780.0,5,1,0.7727272727272727,0.35
401326569,4013265691082,"Josh Allen 4 Yard Rush T.Bass extra point is GOOD, Center-R.Ferguson, Holder-M.Haack.",1,35.0,3,4,4,4,14,2,2,1,2735.0,12,1,0.7727272727272727,0.35
401326569,4013265691139,(:35) M.Ryan pass short left to C.Patterson pushed ob at ATL 34 for 9 yards (E.Ankou; L.Wallace).,1,35.0,1,10,75,9,14,2,1,2,2735.0,12,1,0.35,0.7727272727272727
401326569,4013265691188,(15:00) Q.Ollison left guard to ATL 38 for 4 yards (T.Edmunds).,2,900.0,2,1,66,4,14,2,1,2,2700.0,12,1,0.35,0.7727272727272727
401326569,4013265691214,(14:26) C.Patterson left end to ATL 42 for 4 yards (G.Rousseau).,2,866.0,1,10,62,4,14,2,1,2,2666.0,12,1,0.35,0.7727272727272727
401326569,4013265691236,"(13:48) PENALTY on BUF-E.Ankou, Neutral Zone Infraction, 5 yards, enforced at ATL 42 - No Play.",2,828.0,2,6,58,5,14,2,1,2,2628.0,12,1,0.35,0.7727272727272727
401326569,4013265691259,(13:27) M.Ryan pass short right to P.Hesse to BUF 43 for 10 yards (T.Edmunds).,2,807.0,2,1,53,10,14,2,1,2,2607.0,12,1,0.35,0.7727272727272727
401326569,4013265691283,"(12:41) M.Davis left end to BUF 30 for 13 yards (M.Milano, L.Wallace).",2,761.0,1,10,43,13,14,2,1,2,2561.0,12,1,0.35,0.7727272727272727
401326569,4013265691304,(12:12) (No Huddle) M.Ryan pass incomplete short middle to K.Pitts.,2,732.0,1,10,65,0,14,2,1,2,2532.0,12,1,0.35,0.7727272727272727
401326569,4013265691326,"(12:08) (Shotgun) M.Ryan pass short right to C.Patterson pushed ob at BUF 28 for 2 yards (T.Johnson). PENALTY on BUF-E.Oliver, Roughing the Passer, 15 yards, enforced at BUF 30 - No Play. Penalty on ATL-J.Mayfield, Ineligible Downfield Pass, superseded. Penalty against ATL negated by rule.",2,727.0,2,10,30,-15,14,2,1,2,2527.0,12,1,0.35,0.7727272727272727
401326569,4013265691377,"(11:42) C.Patterson left end to BUF 6 for 9 yards (E.Oliver, M.Milano).",2,700.0,1,10,15,9,14,2,1,2,2500.0,12,1,0.35,0.7727272727272727
401326569,4013265691398,(11:00) (Shotgun) C.Patterson left end to BUF 10 for -4 yards (A.Epenesa).,2,660.0,2,1,6,-4,14,2,1,2,2460.0,12,1,0.35,0.7727272727272727
401326569,4013265691424,"(10:18) (Shotgun) M.Ryan pass incomplete short left [H.Phillips]. Thrown away, under pressure.",2,618.0,3,5,65,0,14,2,1,2,2418.0,12,1,0.35,0.7727272727272727
401326569,4013265691450,Younghoe Koo 28 Yd Field Goal ,2,608.0,4,5,10,28,14,5,1,2,2408.0,9,1,0.35,0.7727272727272727
401326569,4013265691491,"(10:00) D.Singletary right guard to BUF 26 for 3 yards (N.Thurman, M.Pennel).",2,600.0,1,10,77,3,14,5,2,1,2400.0,9,1,0.7727272727272727,0.35
401326569,4013265691512,(9:25) (Shotgun) J.Allen pass incomplete deep right to D.Knox.,2,565.0,2,7,24,0,14,5,2,1,2365.0,9,1,0.7727272727272727,0.35
401326569,4013265691534,(9:20) (Shotgun) J.Allen pass short right to S.Diggs to BUF 39 for 13 yards (M.Walker).,2,560.0,3,7,74,13,14,5,2,1,2360.0,9,1,0.7727272727272727,0.35
401326569,4013265691558,(8:36) (Shotgun) J.Allen pass incomplete short right. Thrown at feet of closest receiver.,2,516.0,1,10,80,0,14,5,2,1,2316.0,9,1,0.7727272727272727,0.35
401326569,4013265691580,"(8:31) (Shotgun) D.Singletary up the middle to ATL 41 for 20 yards (D.Harmon, D.Jones).",2,511.0,2,10,61,20,14,5,2,1,2311.0,9,1,0.7727272727272727,0.35
401326569,4013265691605,(7:50) (Shotgun) D.Singletary right end pushed ob at ATL 40 for 1 yard (A.Terrell).,2,470.0,1,10,41,1,14,5,2,1,2270.0,9,1,0.7727272727272727,0.35
401326569,4013265691631,(7:18) J.Allen scrambles right tackle to ATL 24 for 16 yards (A.Terrell).,2,438.0,2,9,40,16,14,5,2,1,2238.0,9,1,0.7727272727272727,0.35
401326569,4013265691652,(6:32) (Shotgun) J.Allen right tackle to ATL 18 for 6 yards (S.Williams; A.Rush).,2,392.0,1,10,24,6,14,5,2,1,2192.0,9,1,0.7727272727272727,0.35
401326569,4013265691673,(5:45) D.Singletary left end to ATL 12 for 6 yards (F.Oluokun).,2,345.0,2,4,18,6,14,5,2,1,2145.0,9,1,0.7727272727272727,0.35
401326569,4013265691694,"(5:00) S.Diggs sacked at ATL 14 for -2 yards (A.Terrell). On reverse, handoff from I.McKenzie, who received original handoff from J.Allen.",2,300.0,1,10,12,-2,14,5,2,1,2100.0,9,1,0.7727272727272727,0.35
401326569,4013265691719,(4:13) (Shotgun) D.Singletary left tackle to ATL 10 for 4 yards (S.Means).,2,253.0,2,12,14,4,14,5,2,1,2053.0,9,1,0.7727272727272727,0.35
401326569,4013265691740,(3:31) (Shotgun) J.Allen pass short right intended for C.Beasley INTERCEPTED by D.Harmon (F.Oluokun) at ATL -1. Touchback. BUF-S.Brown was injured during the play.  S.Brown walks off.,2,200.0,3,8,10,0,14,5,2,1,2000.0,9,1,0.7727272727272727,0.35
401326569,4013265691771,(3:20) (Shotgun) M.Ryan pass deep left to K.Pitts to BUF 19 for 61 yards (L.Wallace).,2,200.0,1,10,80,61,14,5,1,2,2000.0,9,1,0.35,0.7727272727272727
401326569,4013265691799,(2:49) (No Huddle) M.Davis left tackle to BUF 11 for 8 yards (M.Hyde; H.Phillips).,2,166.0,1,10,19,8,14,5,1,2,1966.0,9,1,0.35,0.7727272727272727
401326569,4013265691820,(2:19) (No Huddle) M.Davis up the middle to BUF 5 for 6 yards (D.Jackson; T.Johnson).,2,139.0,2,2,11,6,14,5,1,2,1939.0,9,1,0.35,0.7727272727272727
401326569,4013265691841,Two-Minute Warning,2,120.0,1,5,5,0,14,5,1,2,1920.0,9,1,0.35,0.7727272727272727
401326569,4013265691858,"(2:00) M.Davis left guard to BUF 1 for 4 yards (J.Hughes, M.Milano).",2,120.0,1,5,5,4,14,5,1,2,1920.0,9,1,0.35,0.7727272727272727
401326569,4013265691879,Timeout #1 by BUF at 01:52.,2,112.0,2,1,1,0,14,5,1,2,1912.0,9,1,0.35,0.7727272727272727
401326569,4013265691896,"Mike Davis 1 Yard Rush Y.Koo extra point is GOOD, Center-J.Harris, Holder-T.Morstead.",2,108.0,2,1,1,1,14,12,1,2,1908.0,2,1,0.35,0.7727272727272727
401326569,4013265691956,"(1:40) (Shotgun) Z.Moss right guard to BUF 37 for 12 yards (S.Means, D.Fowler).",2,100.0,1,10,75,12,14,12,2,1,1900.0,2,1,0.7727272727272727,0.35
401326569,4013265691977,"(1:15) (No Huddle, Shotgun) J.Allen pass deep right intended for C.Beasley INTERCEPTED by A.Terrell at ATL 37. A.Terrell to ATL 44 for 7 yards (G.Davis).",2,66.0,1,10,63,7,14,12,2,1,1866.0,2,1,0.7727272727272727,0.35
401326569,4013265692003,"(1:06) Q.Ollison right tackle to BUF 45 for 11 yards (T.Edmunds, D.Jackson).",2,66.0,1,10,56,11,14,12,1,2,1866.0,2,1,0.35,0.7727272727272727
401326569,4013265692032,"(:42) (No Huddle, Shotgun) M.Ryan sacked at 50 for -5 yards (M.Addison).",2,42.0,1,10,45,-5,14,12,1,2,1842.0,2,1,0.35,0.7727272727272727
401326569,4013265692051,Timeout #1 by ATL at 00:33.,2,33.0,2,15,50,0,14,12,1,2,1833.0,2,1,0.35,0.7727272727272727
401326569,4013265692068,"(:33) (Shotgun) M.Ryan pass incomplete short left to O.Zaccheaus (T.Johnson). PENALTY on BUF-J.Hughes, Defensive Offside, 5 yards, enforced at 50 - No Play.",2,33.0,2,15,50,5,14,12,1,2,1833.0,2,1,0.35,0.7727272727272727
401326569,4013265692101,(:29) (Shotgun) M.Ryan pass incomplete deep left to F.Darby (L.Wallace).,2,28.0,2,10,80,0,14,12,1,2,1828.0,2,1,0.35,0.7727272727272727
401326569,4013265692123,(:23) (Shotgun) M.Ryan pass short middle to M.Davis to BUF 30 for 15 yards (M.Hyde).,2,23.0,3,10,45,15,14,12,1,2,1823.0,2,1,0.35,0.7727272727272727
401326569,4013265692147,Timeout #2 by ATL at 00:13.,2,13.0,1,10,30,0,14,12,1,2,1813.0,2,1,0.35,0.7727272727272727
401326569,4013265692164,(:13) (Shotgun) M.Ryan pass short right to R.Gage to BUF 6 for 24 yards (M.Milano).,2,13.0,1,10,30,24,14,12,1,2,1813.0,2,1,0.35,0.7727272727272727
401326569,4013265692188,Timeout #3 by ATL at 00:06.,2,6.0,1,6,6,0,14,12,1,2,1806.0,2,1,0.35,0.7727272727272727
401326569,4013265692205,Timeout #2 by BUF at 00:06.,2,6.0,1,6,6,0,14,12,1,2,1806.0,2,1,0.35,0.7727272727272727
401326569,4013265692222,(:06) (Shotgun) M.Ryan pass incomplete short right. Thrown away.,2,6.0,1,6,80,0,14,12,1,2,1806.0,2,1,0.35,0.7727272727272727
401326569,4013265692248,Timeout #3 by BUF at 00:02.,2,2.0,2,6,6,0,14,12,1,2,1802.0,2,1,0.35,0.7727272727272727
401326569,4013265692271,"(:02) Y.Koo 24 yard field goal is GOOD, Center-J.Harris, Holder-T.Morstead.",2,0.0,2,6,6,24,14,15,1,2,1800.0,-1,1,0.35,0.7727272727272727
401326569,4013265692329,(14:53) (Shotgun) J.Allen pass incomplete short right to I.McKenzie. Pressure on QB: 6-D.Fowler.,3,893.0,1,10,28,0,14,15,2,1,1793.0,-1,1,0.7727272727272727,0.35
401326569,4013265692355,(14:49) (Shotgun) D.Singletary up the middle to BUF 32 for 3 yards (A.Rush).,3,889.0,2,10,71,3,14,15,2,1,1789.0,-1,1,0.7727272727272727,0.35
401326569,4013265692376,(14:14) (Shotgun) J.Allen pass short middle intended for S.Diggs INTERCEPTED by F.Oluokun (M.Walker) at BUF 43. F.Oluokun to BUF 25 for 18 yards (D.Dawkins). Pass tipped prior to INT.,3,854.0,3,7,68,18,14,15,2,1,1754.0,-1,1,0.7727272727272727,0.35
401326569,4013265692406,"(14:01) C.Patterson left end to BUF 28 for -3 yards (G.Rousseau, E.Oliver).",3,841.0,1,10,25,-3,14,15,1,2,1741.0,-1,1,0.35,0.7727272727272727
401326569,4013265692427,Timeout #1 by ATL at 13:23.,3,803.0,2,13,28,0,14,15,1,2,1703.0,-1,1,0.35,0.7727272727272727
401326569,4013265692444,(13:23) (Shotgun) M.Ryan sacked at BUF 32 for -4 yards (E.Oliver).,3,803.0,2,13,28,-4,14,15,1,2,1703.0,-1,1,0.35,0.7727272727272727
401326569,4013265692463,(12:47) (Shotgun) M.Ryan pass incomplete short left to M.Davis.,3,766.0,3,17,80,0,14,15,1,2,1666.0,-1,1,0.35,0.7727272727272727
401326569,4013265692485,"(12:40) (Punt formation) PENALTY on ATL, Delay of Game, 5 yards, enforced at BUF 32 - No Play.",3,760.0,4,17,32,5,14,15,1,2,1660.0,-1,1,0.35,0.7727272727272727
401326569,4013265692508,"(12:40) T.Morstead punts 37 yards to end zone, Center-J.Harris, Touchback. Kick into end zone.",3,752.0,4,22,37,0,14,15,1,2,1652.0,-1,1,0.35,0.7727272727272727
401326569,4013265692529,(12:32) T.Doyle reported in as eligible.  D.Singletary up the middle to BUF 25 for 5 yards (M.Pennel; G.Jarrett).,3,752.0,1,10,80,5,14,15,2,1,1652.0,-1,1,0.7727272727272727,0.35
401326569,4013265692552,(12:00) (Shotgun) D.Singletary left end to BUF 45 for 20 yards (K.Sheffield; F.Oluokun).,3,720.0,2,5,75,20,14,15,2,1,1620.0,-1,1,0.7727272727272727,0.35
401326569,4013265692573,(11:17) (Shotgun) J.Allen scrambles right end to ATL 46 for 9 yards (K.Sheffield).,3,677.0,1,10,55,9,14,15,2,1,1577.0,-1,1,0.7727272727272727,0.35
401326569,4013265692605,(10:53) (Shotgun) D.Singletary right tackle to ATL 41 for 5 yards (D.Harmon).,3,653.0,2,1,46,5,14,15,2,1,1553.0,-1,1,0.7727272727272727,0.35
401326569,4013265692626,"(10:12) D.Singletary left tackle to ATL 43 for -2 yards (D.Fowler, G.Jarrett).",3,612.0,1,10,41,-2,14,15,2,1,1512.0,-1,1,0.7727272727272727,0.35
401326569,4013265692647,"(9:29) (Shotgun) J.Allen pass short right to C.Beasley to ATL 34 for 9 yards (F.Oluokun, K.Sheffield).",3,569.0,2,12,43,9,14,15,2,1,1469.0,-1,1,0.7727272727272727,0.35
401326569,4013265692671,(8:53) (Shotgun) J.Allen scrambles right end to ATL 20 for 14 yards (K.Sheffield).,3,533.0,3,3,34,14,14,15,2,1,1433.0,-1,1,0.7727272727272727,0.35
401326569,4013265692692,(8:02) D.Singletary left tackle to ATL 16 for 4 yards (T.Graham).,3,482.0,1,10,20,4,14,15,2,1,1382.0,-1,1,0.7727272727272727,0.35
401326569,4013265692713,(7:22) (Shotgun) J.Allen right tackle to ATL 9 for 7 yards (D.Harmon).,3,442.0,2,6,16,7,14,15,2,1,1342.0,-1,1,0.7727272727272727,0.35
401326569,4013265692734,"(6:39) (Shotgun) D.Singletary right guard to ATL 6 for 3 yards (F.Oluokun, S.Williams).",3,399.0,1,9,9,3,14,15,2,1,1299.0,-1,1,0.7727272727272727,0.35
401326569,4013265692755,"Devin Singletary 6 Yard Rush TWO-POINT CONVERSION ATTEMPT. J.Allen pass to C.Beasley is complete. ATTEMPT SUCCEEDS. Pass caught at ATL 1, right side.",3,356.0,2,6,6,6,22,15,2,1,1256.0,7,1,0.7727272727272727,0.35
401326569,4013265692822,(5:51) M.Davis right guard to ATL 31 for 7 yards (D.Jackson).,3,351.0,1,10,76,7,22,15,1,2,1251.0,7,1,0.35,0.7727272727272727
401326569,4013265692843,"(5:10) M.Ryan pass short right to P.Hesse to ATL 35 for 4 yards (T.Johnson, T.Edmunds).",3,310.0,2,3,69,4,22,15,1,2,1210.0,7,1,0.35,0.7727272727272727
401326569,4013265692867,"(4:32) C.Patterson right end to ATL 40 for 5 yards (E.Ankou, H.Phillips).",3,272.0,1,10,65,5,22,15,1,2,1172.0,7,1,0.35,0.7727272727272727
401326569,4013265692888,"(3:54) (Shotgun) M.Ryan scrambles right end to ATL 41 for 1 yard. M.Ryan pass short middle to C.Patterson to BUF 35 for 24 yards (M.Addison; M.Milano). PENALTY on ATL-M.Ryan, Illegal Forward Pass, 5 yards, enforced at ATL 41.",3,234.0,2,5,60,29,22,15,1,2,1134.0,7,1,0.35,0.7727272727272727
401326569,4013265692923,(3:20) (Shotgun) M.Ryan pass incomplete short right to O.Zaccheaus (M.Milano).,3,200.0,3,9,65,0,22,15,1,2,1100.0,7,1,0.35,0.7727272727272727
401326569,4013265692949,"(3:15) T.Morstead punts 48 yards to BUF 16, Center-J.Harris. M.Stevenson pushed ob at BUF 35 for 19 yards (K.Smith).",3,184.0,4,9,64,19,22,15,1,2,1084.0,7,1,0.35,0.7727272727272727
401326569,4013265692980,"(3:04) (Shotgun) J.Allen pass short left to S.Diggs to 50 for 15 yards (B.Copeland, A.Rush).",3,184.0,1,10,65,15,22,15,2,1,1084.0,7,1,0.7727272727272727,0.35
401326569,4013265693004,(2:21) J.Allen pass incomplete deep right to S.Diggs.,3,141.0,1,10,34,0,22,15,2,1,1041.0,7,1,0.7727272727272727,0.35
401326569,4013265693026,"(2:11) (Shotgun) Z.Moss left end to ATL 39 for 11 yards (S.Williams, F.Oluokun).",3,131.0,2,10,50,11,22,15,2,1,1031.0,7,1,0.7727272727272727,0.35
401326569,4013265693047,"(1:29) (Shotgun) J.Allen up the middle to ATL 34 for 5 yards (S.Means, T.Graham).",3,89.0,1,10,39,5,22,15,2,1,989.0,7,1,0.7727272727272727,0.35
401326569,4013265693068,(:53) (Shotgun) Z.Moss right guard to ATL 29 for 5 yards (F.Oluokun; S.Means).,3,53.0,2,5,34,5,22,15,2,1,953.0,7,1,0.7727272727272727,0.35
401326569,4013265693101,"(:07) T.Doyle reported in as eligible.  J.Allen scrambles right end pushed ob at ATL 25 for 4 yards (S.Means). PENALTY on BUF-G.Davis, Illegal Shift, 5 yards, enforced at ATL 29 - No Play.",3,7.0,1,10,29,-5,22,15,2,1,907.0,7,1,0.7727272727272727,0.35
401326569,4013265693160,"(15:00) D.Singletary right guard to ATL 30 for 4 yards (S.Williams, G.Jarrett).",4,900.0,1,15,34,4,22,15,2,1,900.0,7,1,0.7727272727272727,0.35
401326569,4013265693181,"(14:27) (Shotgun) D.Singletary right guard to ATL 28 for 2 yards (D.Jones, F.Oluokun).",4,867.0,2,11,30,2,22,15,2,1,867.0,7,1,0.7727272727272727,0.35
401326569,4013265693202,(13:47) (Shotgun) J.Allen pass short right to S.Diggs pushed ob at ATL 20 for 8 yards (A.Terrell).,4,827.0,3,9,28,8,22,15,2,1,827.0,7,1,0.7727272727272727,0.35
401326569,4013265693231,(12:59) (Shotgun) J.Allen right guard to ATL 18 for 2 yards (F.Oluokun).,4,827.0,4,1,20,2,22,15,2,1,827.0,7,1,0.7727272727272727,0.35
401326569,4013265693252,(12:19) (Shotgun) D.Singletary up the middle to ATL 16 for 2 yards (D.Jones; S.Williams).,4,739.0,1,10,18,2,22,15,2,1,739.0,7,1,0.7727272727272727,0.35
401326569,4013265693273,(11:39) (Shotgun) J.Allen right guard to ATL 4 for 12 yards (D.Harmon; A.Rush).,4,699.0,2,8,16,12,22,15,2,1,699.0,7,1,0.7727272727272727,0.35
401326569,4013265693294,"Devin Singletary 4 Yard Rush T.Bass extra point is GOOD, Center-R.Ferguson, Holder-M.Haack.",4,646.0,1,4,4,4,29,15,2,1,646.0,14,1,0.7727272727272727,0.35
401326569,4013265693351,"(10:46) (Shotgun) M.Ryan sacked at ATL 20 for -5 yards (H.Phillips). Penalty on ATL-J.Mayfield, Offensive Holding, declined.",4,646.0,1,10,75,-5,29,15,1,2,646.0,14,1,0.35,0.7727272727272727
401326569,4013265693381,(10:16) (Shotgun) M.Ryan pass short left to O.Zaccheaus pushed ob at ATL 28 for 8 yards (L.Wallace).,4,616.0,2,15,80,8,29,15,1,2,616.0,14,1,0.35,0.7727272727272727
401326569,4013265693410,"(9:41) (Shotgun) M.Ryan pass incomplete short middle to R.Gage [E.Obada]. PENALTY on BUF-J.Poyer, Defensive Pass Interference, 7 yards, enforced at ATL 28 - No Play.",4,581.0,3,7,72,7,29,15,1,2,581.0,14,1,0.35,0.7727272727272727
401326569,4013265693443,(9:37) C.Patterson left tackle to ATL 37 for 2 yards (E.Ankou).,4,576.0,1,10,65,2,29,15,1,2,576.0,14,1,0.35,0.7727272727272727
401326569,4013265693464,(8:58) (Shotgun) M.Ryan pass short middle to R.Gage to BUF 48 for 15 yards (D.Jackson).,4,537.0,2,8,63,15,29,15,1,2,537.0,14,1,0.35,0.7727272727272727
401326569,4013265693488,(8:28) C.Patterson left guard ran ob at BUF 35 for 13 yards (M.Hyde).,4,508.0,1,10,48,13,29,15,1,2,508.0,14,1,0.35,0.7727272727272727
401326569,4013265693519,"(7:53) (Shotgun) M.Ryan pass short middle to P.Hesse to BUF 18 for 17 yards (T.Edmunds, M.Hyde). Penalty on BUF-T.Johnson, Defensive Holding, declined.",4,473.0,1,10,35,17,29,15,1,2,473.0,14,1,0.35,0.7727272727272727
401326569,4013265693554,(7:21) M.Ryan pass short right to R.Gage to BUF 7 for 11 yards (D.Jackson).,4,441.0,1,10,18,11,29,15,1,2,441.0,14,1,0.35,0.7727272727272727
401326569,4013265693578,(6:55) (No Huddle) C.Patterson up the middle to BUF 7 for no gain (J.Poyer).,4,415.0,1,7,7,0,29,15,1,2,415.0,14,1,0.35,0.7727272727272727
401326569,4013265693599,"(6:14) (Shotgun) M.Ryan scrambles right tackle for 7 yards, TOUCHDOWN. PENALTY on ATL-M.Ryan, Taunting, 15 yards, enforced between downs. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. (Shotgun) M.Ryan scrambles right tackle to BUF 1 for 6 yards (J.Poyer). PENALTY on ATL-M.Ryan, Taunting, 15 yards, enforced at BUF 1.",4,367.0,2,7,7,21,29,21,1,2,367.0,8,1,0.35,0.7727272727272727
